Datum,Area,Area_glatt,Vol_calc,Volume,WD,WD_calc,WD_calc_smooth
2015-07-04,10682.0,10511.0,27566.916151244288,,,5.720782146297793,5.782125746565683
2015-08-03,6599.0,6555.0,8311.335553421692,,,3.2121774143085218,3.2829095344025934
2015-08-13,5703.0,5660.0,6343.937444123567,,,2.838101177421328,2.890295514553972
2015-09-12,1801.0,1589.0,4407.200903334782,,,2.400917602667967,2.431090794954326
2016-06-10,,,,51057.36185151625,7.76025,,
2016-06-11,,,,51458.252508155114,7.789416666666665,,
2016-06-12,,,,52655.337980180586,7.875833333333335,,
2016-06-13,,,,53665.68558784001,7.9479999999999995,,
2016-06-14,,,,54178.03141168222,7.984333333333333,,
2016-06-15,,,,55616.37237612848,8.085416666666667,,
2016-06-16,,,,57524.506954625,8.2175,,
2016-06-17,,,,58426.50005451389,8.279166666666667,,
2016-06-18,,,,59039.965304513884,8.320833333333333,,
2016-06-19,,,,59531.83082146847,8.354083333333334,,
2016-06-20,,,,60127.51945718058,8.394166666666667,,
2016-06-21,,,,60469.434678378464,8.417083333333332,,
2016-06-22,,,,60403.462182248855,8.412666666666665,,
2016-06-23,,,,60151.11122799622,8.395749999999998,,
2016-06-24,,,,59787.820590462215,8.371333333333332,,
2016-06-25,,,,59328.17804042888,8.340333333333332,,
2016-06-26,,,,58967.408101835135,8.315916666666666,,
2016-06-27,,,,58730.37456487388,8.299833333333332,,
2016-06-28,13380.0,13171.0,51335.75163413782,58548.934365625,8.2875,7.720580703499669,7.78051638000828
2016-06-29,,,,58243.09115555558,8.266666666666667,,
2016-06-30,,,,57896.63425153999,8.242999999999999,,
2016-07-01,,,,58812.60621179513,8.305416666666666,,
2016-07-02,,,,59486.13259345996,8.350999999999997,,
2016-07-03,,,,60597.749313815526,8.425666666666665,,
2016-07-04,,,,61577.6771227518,8.490916666666665,,
2016-07-05,,,,61747.43183102055,8.502166666666666,,
2016-07-06,,,,61770.08360629555,8.503666666666666,,
