Datum,Volume,WD,W_change
2016-06-10,46693.794471815614,6.8362,468.9103755318574
2016-06-11,47162.70484734747,6.865499999999997,2262.1183222244654
2016-06-12,49424.82316957194,7.004833333333332,1483.95765937557
2016-06-13,50908.78082894751,7.0945,-198.48952511287644
2016-06-14,50710.29130383463,7.082583333333332,320.83074560397654
2016-06-15,51031.12204943861,7.1018333333333326,504.8204883213766
2016-06-16,51535.942537759984,7.131999999999999,583.211073351129
2016-06-17,52119.15361111111,7.166666666666665,964.688514528505
2016-06-18,53083.84212563962,7.223583333333331,-1154.3134204816233
2016-06-19,51929.528705157994,7.1554166666666665,-2130.2897265650245
2016-06-20,49799.23897859297,7.027583333333332,-2474.6175778533143
2016-06-21,47324.621400739656,6.875583333333334,-2331.562976068555
2016-06-22,44993.0584246711,6.7286666666666655,-905.4324051231088
2016-06-23,44087.62601954799,6.670583333333332,-500.0144708661319
2016-06-24,43587.61154868186,6.6382499999999975,1378.0316361077857
2016-06-25,44965.643184789646,6.726916666666668,819.5290898003514
2016-06-26,45785.17227459,6.779,348.4068323999745
2016-06-27,46133.57910698997,6.8009999999999975,251.56980064863455
